fish_id;length;weight;gut_length;stomach;parasite;parasite_n;parasite_weight;eggs;sex;site;site.pull;basin;lake/shore;Station;NR.2;NR.3;Gap;Morphology;tanypodinae;orthocladinae;chironominii;tanytarsini;unknown larvae;adult_fly;Alona rectangula;Alona affinis/quad;Unknown alona;alonella nana;macrothrix hirsuticornix;acroperus harpae;daphnia longispina;resting eggs;Copepods_adult;Copepods_nauplii;ostracod;snail;bivalve;stickleback eggs;Fullness;Algae A;Parasite;Unknow;total_nr;hlutf.tanypodinae;hlutf.orthocladinae;hlutf.chironominii;hlutf.tanytarsini;hlutf.unknown larvae;hlutf.adult_fly;hlutf.Alona rectangula;hlutf.Alona affinis/quad;hlutf.Unknown alona;hlutf.alonella nana;hlutf.macrothrix hirsuticornix;hlutf.acroperus harpae;hlutf.daphnia longispina;hlutf.resting eggs;hlutf.Copepods_adult;hlutf.Copepods_nauplii;hlutf.ostracod;hlutf.snail;hlutf.bivalve;hlutf.stickleback eggs;mouth
RG210316;59;1,35;31;1;0;0;0;0;F;124;124;North;Lake;Lake;1,575;1,618;0,19;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
RG210318;72;3;42;1;0;0;0;0;F;124;124;North;Lake;Lake;1,767;1,848;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210319;44;0,6;20;1;0;0;0;0;M;124;124;North;Lake;Lake;0,996;0,972;0,19;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210320;55;1,31;38;1;0;0;0;0;F;124;124;North;Lake;Lake;1,358;1,288;0,262;1;3;2;3;0;0;0;30;3;40;9;0;0;0;0;43;0;13;0;0;0;2;0;0;0;146;0,020547945;0,01369863;0,020547945;0;0;0;0,205479452;0,020547945;0,273972603;0,061643836;0;0;0;0;0,294520548;0;0,089041096;0;0;0;
RG210321;60;1,64;;1;0;0;0;0;F;124;124;North;Lake;Lake;0,914;1,144;0,241;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210322;46;0,78;20;1;0;0;0;0;M;124;124;North;Lake;Lake;1,104;1,111;0,128;1;1;0;1;0;0;2;0;0;1;0;0;0;0;0;3;2;3;0;0;0;2;0;0;0;13;0,076923077;0;0,076923077;0;0;0,153846154;0;0;0,076923077;0;0;0;0;0;0,230769231;0,153846154;0,230769231;0;0;0;
RG210323;56;1,5;37;1;0;0;0;0;F;124;124;North;Lake;Lake;1,27;1,197;0,223;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210325;48;0,77;;1;0;0;0;0;F;124;124;North;Lake;Lake;1,049;1,023;0,153;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;6;1;0;0;0;9;0;0;0;0;0;0;0;0;0,222222222;0;0;0,111111111;0;0;0;0;0;0;0;0,666666667;open
RG210326;55;1,43;28;1;0;0;0;1;F;124;124;North;Lake;Lake;1,283;1,301;0,158;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;3;0;0;0;0;0;0,333333333;0;0;0,666666667;0;0;0;0;0;0;0;0;0;0;0;
RG210327;50;0,96;26;1;0;0;0;0;F;124;124;North;Lake;Lake;1,075;1,003;0,121;1;0;0;0;0;0;0;5;29;38;4;0;0;12;0;5;0;0;0;0;0;1;0;0;0;93;0;0;0;0;0;0;0,053763441;0,311827957;0,408602151;0,043010753;0;0;0,129032258;0;0,053763441;0;0;0;0;0;
RG210328;59;1,7;35;1;0;0;0;1;F;124;124;North;Lake;Lake;1,397;1,388;0,164;1;0;0;8;0;1;0;0;6;22;16;0;0;0;0;85;0;0;0;0;0;2;9;18;0;138;0;0;0,057971014;0;0,007246377;0;0;0,043478261;0,15942029;0,115942029;0;0;0;0;0,615942029;0;0;0;0;0;open
RG210329;61;1,9;37;1;0;0;0;0;F;124;124;North;Lake;Lake;1,368;1,335;0,157;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210330;65;2,04;37;1;0;0;0;0;F;124;124;North;Lake;Lake;1,589;1,737;0,279;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210331;55;1,3;27;1;0;0;0;0;F;124;124;North;Lake;Lake;1,297;1,308;0,274;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210333;59;1,71;36;1;0;0;0;0;M;124;124;North;Lake;Lake;1,73;1,652;0,185;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;60;0;0;0;0;0;1;0;0;0;63;0;0;0;0;0;0,031746032;0;0,015873016;0;0;0;0;0;0;0,952380952;0;0;0;0;0;
RG210334;63;2;38;1;0;0;0;0;F;124;124;North;Lake;Lake;1,339;1,473;0,174;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210335;57;1,3;37;1;0;0;0;0;F;124;124;North;Lake;Lake;1,112;1,25;0,139;1;1;2;1;0;0;7;0;9;0;6;0;0;0;0;25;0;2;0;0;0;2;11;0;0;53;0,018867925;0,037735849;0,018867925;0;0;0,132075472;0;0,169811321;0;0,113207547;0;0;0;0;0,471698113;0;0,037735849;0;0;0;
RG210336;55;1,3;;1;0;0;0;0;M;124;124;North;Lake;Lake;1,619;1,516;0,154;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210337;59;1,52;25;1;0;0;0;0;F;124;124;North;Lake;Lake;1,057;1,191;0,16;1;0;1;0;0;0;1;2;0;7;0;0;4;0;0;1;0;0;0;0;0;2;0;0;0;16;0;0,0625;0;0;0;0,0625;0,125;0;0,4375;0;0;0,25;0;0;0,0625;0;0;0;0;0;
RG210338;65;1,77;41;1;0;0;0;0;F;124;124;North;Lake;Lake;1,397;1,566;0,262;1;0;0;0;0;0;0;0;26;15;0;0;0;0;0;113;0;0;0;0;0;3;48;0;0;154;0;0;0;0;0;0;0;0,168831169;0,097402597;0;0;0;0;0;0,733766234;0;0;0;0;0;
RG210339;62;1,8;;1;0;0;0;0;F;124;124;North;Lake;Lake;1,178;1,228;0,208;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210340;56;1,6;36;1;0;0;0;0;F;124;124;North;Lake;Lake;0,971;0,971;0,174;1;0;0;2;0;0;0;1;1;5;0;0;3;0;0;5;0;0;0;0;0;2;0;0;0;17;0;0;0,117647059;0;0;0;0,058823529;0,058823529;0,294117647;0;0;0,176470588;0;0;0,294117647;0;0;0;0;0;
RG210341;69;2,3;44;1;0;0;0;0;F;124;124;North;Lake;Lake;1,591;1,675;0,246;1;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;9;0;0;0,333333333;0;0;0,555555556;0;0;0;0;0;0;0;0;0;0;0;0;0,111111111;0;open
RG210342;51;1,08;32;1;0;0;0;0;F;124;124;North;Lake;Lake;1,011;1,132;0,194;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210343;63;1,75;40;1;0;0;0;0;F;124;124;North;Lake;Lake;1,538;1,431;0,22;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210344;66;2,3;40;1;0;0;0;0;F;124;124;North;Lake;Lake;1,404;1,511;0,235;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210345;38;0,28;15;1;0;0;0;0;M;124;124;North;Lake;Lake;0,766;0,858;0,126;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210346;58;1,42;27;1;0;0;0;0;M;124;124;North;Lake;Lake;1,453;1,309;0,19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;1;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
RG210347;55;1,41;26;1;0;0;0;0;F;124;124;North;Lake;Lake;0,947;1,019;0,121;1;0;3;1;0;0;3;9;44;246;0;0;0;0;0;38;3;8;0;0;0;3;0;0;0;355;0;0,008450704;0,002816901;0;0;0,008450704;0,025352113;0,123943662;0,692957746;0;0;0;0;0;0,107042254;0,008450704;0,022535211;0;0;0;
RG210348;59;1,58;24;1;0;0;0;0;F;124;124;North;Lake;Lake;1,527;1,475;0,268;1;0;2;0;0;0;2;11;17;0;0;1;0;0;0;2;0;0;0;0;0;2;0;0;0;35;0;0,057142857;0;0;0;0,057142857;0,314285714;0,485714286;0;0;0,028571429;0;0;0;0,057142857;0;0;0;0;0;
RG210349;69;2,5;35;1;0;0;0;0;F;124;124;North;Lake;Lake;1,696;1,718;0,314;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
RG210350;73;3,4;50;1;1;1;0,28;0;F;124;124;North;Lake;Lake;1,627;1,651;0,332;1;;;;;;;;;;;;;;;;;;;;;;;;;;;NA;;;;;;;;;;;;;;;;;;;
